name,stars,review_count,location,elevation,route_type,short_description,long_description,tag_list,n_photos,n_recordings,n_completed,state,State,difficulty,short,long,n_tags,distance,duration
"French Trail, Tres Sendas, and Stream Trail Loop",4.5,472,Redwood Regional Park,472.0,Loop,"French Trail, Tres Sendas, and Stream Trail Loop is a 2.5 mile heavily trafficked loop trail located near Oakland, California that features beautiful wild flowers and is rated as moderate. The trail offers a number of activity options and is best used from April until September.",Park at the Skyline Gate Staging Area. ,"['Hiking', 'Nature trips', 'Walking', 'Bird watching', 'Running', 'Views', 'Wild flowers']",935,492,1983,california,CA,2,279,1,7,2.5,80.0
Signal Hill Trail,4.0,545,Hilltop Park,209.0,Loop,"Signal Hill Trail is a 1.9 mile heavily trafficked loop trail located near Signal Hill, California that offers scenic views and is good for all skill levels. The trail is primarily used for hiking, walking, and running and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.","This trail weaves in and out of neighborhoods and provides stunning views of Catalina Island, Orange County, and downtown L.A.

Accessibility: This trail is entirely paved and typically at least four feet wide. The estimated average grade is 5%. The steepest sections are at about 0.5 miles, 1.2 miles, and 1.6 miles (10% - 12% grade). Deep to the steepness, wheelchair/mobility equipment or stroller users may not find this trail entirely navigable.","['Dogs on leash', 'Wheelchair friendly', 'Kid friendly', 'Stroller friendly', 'Hiking', 'Walking', 'Running', 'Paved', 'Views']",119,575,866,california,CA,1,312,1,9,1.9,46.0
Los Padres Trail and Vista Loop,4.5,424,Los Robles Open Space,541.0,Loop,"Los Padres Trail and Vista Loop is a 3.3 mile heavily trafficked loop trail located near Thousand Oaks, California that features beautiful wild flowers and is rated as moderate. The trail offers a number of activity options and is best used from April until October. Dogs are also able to use this trail but must be kept on leash.","
Short walk with a steep hill at the end. There are some shady spots along the way, but this trail is mostly exposed. ","['Dogs on leash', 'Kid friendly', 'Hiking', 'Nature trips', 'Walking', 'Bird watching', 'Running', 'Views', 'Wild flowers']",387,516,601,california,CA,2,330,1,9,3.3,102.0
Redtail Loop Trail to Arastradero Creek Trail Loop,4.0,403,Arastradero Preserve,708.0,Loop,"Redtail Loop Trail to Arastradero Creek Trail Loop is a 5.2 mile heavily trafficked loop trail located near Palo Alto, California that features a lake and is rated as moderate. The trail offers a number of activity options and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.","Note: As of November 2020, users report that Redtail Loop is closed however you can detour onto Arastradero Road to get back to the lot.

Pearson Arastradero Preserve has 10 miles of trails and is located in Palo Alto, California. The loop trail offers great birding opportunities and the  trails are used by hikers, cyclists and equestrians. Some trails are closed seasonally due to wet conditions.

The preserve has 10.25 miles of trails for hiking, biking and horseback riding. Most of the trails (6.6 miles) are open year-round. Some trails (3.6 miles) are designated as ""seasonal"" and are closed at the trailhead after heavy rain (see table below). When the ground is firm enough to ride and hike on without causing erosion damage, the trails are re-opened by preserve rangers.

Please be courteous to other trail users. Always yield to equestrians. Bikes must also yield to hikers. When in a group, avoid blocking the trail. Help preserve the land by staying on trails. 

For daily trail condition updates please check the bulletin board in the preserve parking lot, or call 650-329-2423 and ask for the for the latest trail conditions in the Pearson Arastradero Preserve.","['Dogs on leash', 'Kid friendly', 'Hiking', 'Horseback riding', 'Mountain biking', 'Nature trips', 'Walking', 'Bird watching', 'Running', 'Lake', 'Views', 'Wild flowers', 'Wildlife', 'No shade']",515,443,804,california,CA,2,316,1,14,5.2,154.0
Winnemucca and Round Top Lakes,5.0,158,Mokelumne Wilderness,1135.0,Out & Back,"Winnemucca and Round Top Lakes is a 7 mile moderately trafficked out and back trail located near Kirkwood, California that features a lake and is good for all skill levels. The trail offers a number of activity options and is accessible year-round. Dogs are also able to use this trail.",Visitor's Center to Round Top Lake via Frog and Winnemucca Lakes.  ,"['Dog friendly', 'Kid friendly', 'Backpacking', 'Camping', 'Hiking', 'Nature trips', 'Walking', 'Bird watching', 'Running', 'Forest', 'Lake', 'Views', 'Wild flowers', 'Wildlife', 'Snow']",1306,167,441,california,CA,1,286,1,15,7.0,215.0
Museum Trail,4.5,306,Santa Rosa and San Jacinto Mountains National Monument,291.0,Loop,"Museum Trail is a 0.7 mile heavily trafficked loop trail located near Palm Springs, California that offers scenic views and is rated as moderate. The trail is primarily used for hiking and is accessible year-round.",,"['Kid friendly', 'Hiking', 'Views', 'Rocky', 'No dogs']",186,328,1102,california,CA,2,214,0,5,0.7,29.0
China Gulch Trail to Grizzly Lake,5.0,109,Trinity Alps Wilderness,5085.0,Out & Back,"China Gulch Trail to Grizzly Lake is a 18 mile moderately trafficked out and back trail located near Forks of Salmon, California that features a waterfall and is rated as difficult. The trail is primarily used for hiking, running, camping, and backpacking and is best used from June until October. Dogs are also able to use this trail.","This is a popular and scenic trail that can be very crowded during the summer months. Can be done as a very long and strenuous day hike, but most split up the miles into 2-3 days as a backpacking trip.","['Dog friendly', 'Backpacking', 'Camping', 'Hiking', 'Running', 'Forest', 'Lake', 'River', 'Views', 'Waterfall', 'Wildlife', 'Rocky', 'Scramble', 'Snow']",194,69,178,california,CA,3,335,1,14,18.0,532.0
Laskey Mesa Trail,4.5,251,Upper Las Virgenes Canyon Open Space Preserve,620.0,Loop,"Laskey Mesa Trail is a 5.2 mile heavily trafficked loop trail located near Woodland Hills, California that features beautiful wild flowers and is rated as moderate. The trail offers a number of activity options and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.",,"['Dogs on leash', 'Kid friendly', 'Hiking', 'Horseback riding', 'Mountain biking', 'Nature trips', 'Walking', 'Bird watching', 'Running', 'Forest', 'Views', 'Wild flowers', 'Wildlife']",596,275,483,california,CA,2,304,0,13,5.2,151.0
Clintonia Trail Loop,5.0,162,Prairie Creek Redwoods State Park,1092.0,Loop,"Clintonia Trail Loop is a 6.9 mile moderately trafficked loop trail located near Orick, California that features beautiful wild flowers and is rated as moderate. The trail is primarily used for hiking, running, nature trips, and bird watching and is accessible year-round.",Great intermediate hike among the old growth redwoods for a few hours with great picture opportunities. ,"['Hiking', 'Nature trips', 'Bird watching', 'Running', 'Forest', 'Wild flowers', 'Wildlife', 'No dogs']",601,174,499,california,CA,2,272,1,8,6.9,211.0
Martis Peak Trail,4.5,218,Tahoe National Forest,1794.0,Out & Back,"Martis Peak Trail is a 9.2 mile heavily trafficked out and back trail located near Kings Beach, California that features beautiful wild flowers and is rated as moderate. The trail offers a number of activity options and is best used from March until December. Dogs are also able to use this trail.",A beautiful system of trails sitting below Martis Peak overlooking the North Shore of Lake Tahoe. Open year round.,"['Dog friendly', 'Hiking', 'Nature trips', 'Snowshoeing', 'Walking', 'Bird watching', 'Running', 'Forest', 'Views', 'Wild flowers', 'Rocky', 'Snow']",505,179,588,california,CA,2,297,1,12,9.2,295.0
Bay Area Ridge Trail: Sanborn County Park John Nicholas Trail,4.5,481,Sanborn County Park,1082.0,Point to Point,"Bay Area Ridge Trail: Sanborn County Park John Nicholas Trail is a 3.2 mile point-to-point trail located near Saratoga, California that features a lake and is rated as difficult. The trail is primarily used for hiking, horses, and mountain biking and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.","Opened in 2014, this well-designed singletrack wooded trail is a popular mountain biking route with a significant ascent or descent. Lake County Reservoir provides a scenic resting spot. Parking at the ends of both connector trails is extremely limited, so consider doing this route as a round-trip from the Sunnyvale Mountain staging area.

For more information, see the Bay Area Ridge Trail page here: https://ridgetrail.org/sanborn-county-park-john-nicholas-trail/

This trail description is excerpted from the 2019 Guidebook. For details on all of the Bay Area Ridge trails, trailheads and more buy the book from Wilderness Press: https://www.wildernesspress.com/product.php?productid=16685&cat=274&bestseller=Y
","['Dogs on leash', 'Hiking', 'Horseback riding', 'Mountain biking', 'Forest', 'Lake', 'Views', 'Wildlife']",496,571,502,california,CA,3,340,1,8,3.2,78.0
Valley Floor Loop Trail,4.5,208,Yosemite National Park,1217.0,Loop,"Valley Floor Loop Trail is a 20.1 mile heavily trafficked loop trail located near Yosemite Valley, California that features a lake and is good for all skill levels. The trail offers a number of activity options and is accessible year-round.","Yosemite National Park charges a fee to enter. Fees are $35 per vehicle or $30 per motorcycle. If you are entering on foot, horse, or bike the fee is $20 per person. You can also purchase a park specific annual pass for $70.

You can access the trailhead by taking the Valley Visitor Shuttle (7 am to 10 pm year-round) to stop #6 or walk to the trailhead from the Yosemite Village area along the bicycle path to get to the trailhead (this adds approximately 0.5 miles.)

Note that from May to October, the El Capitan Shuttle stops at the El Capitan Bridge (stop E4) and the Four Mile Trailhead (stop E5)- you can head back using either of these shuttles if you get tired or want to cut the hike short.","['Kid friendly', 'Backpacking', 'Hiking', 'Nature trips', 'Snowshoeing', 'Walking', 'Bird watching', 'Running', 'Forest', 'Lake', 'River', 'Views', 'Waterfall', 'Wild flowers', 'Wildlife', 'Fee', 'No dogs']",2143,175,702,california,CA,1,240,1,17,20.1,535.0
Sweeney Ridge,4.5,382,Golden Gate National Recreation Area,744.0,Out & Back,"Sweeney Ridge is a 4.8 mile heavily trafficked out and back trail located near San Bruno, California that offers scenic views and is good for all skill levels. The trail is primarily used for hiking, walking, nature trips, and bird watching and is accessible year-round.",,"['Hiking', 'Nature trips', 'Walking', 'Bird watching', 'Views']",809,413,752,california,CA,1,270,0,5,4.8,146.0
Golden Gate Park Loop,4.5,288,Golden Gate Park,347.0,Loop,"Golden Gate Park Loop is a 6.3 mile heavily trafficked loop trail located near San Francisco, California that features a lake and is good for all skill levels. The trail offers a number of activity options and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.","Come explore the wonders of Golden Gate Park! As one of the third most visited parks in the United States, Golden Gate Park is a large urban park featuring a variety of popular attractions. This park offers a variety of hiking trails for the whole family!

Stop by the Academy of Sciences, Conservatory of Flowers, or the Botanical Gardens as you make your way around the park. (Note that these attractions have specific hours and require a fee.) Other cool attractions include: the deYoung Museum and Japanese Tea Gardens.

Golden Gate Park is also home to a variety of flora and fauna such as the California Live Oak, a tree native to this park. Visitors can find these oaks at the northeastern section of the park. Additionally, Golden Gate Park hosts events year round! So if you're looking for a hike, a picnic area, or a variety of museums and gardens, Golden Gate Park is the place to go!","['Dogs on leash', 'Kid friendly', 'Nature trips', 'Road biking', 'Walking', 'Bird watching', 'Running', 'Forest', 'Lake', 'Partially paved', 'Views', 'Wild flowers', 'Wildlife']",349,277,725,california,CA,1,299,1,13,6.3,153.0
Mount Tamalpais Middle Peak Loop,4.5,138,Mount Tamalpais Watershed,889.0,Loop,"Mount Tamalpais Middle Peak Loop is a 5.3 mile heavily trafficked loop trail located near Mill Valley, California that offers scenic views and is rated as moderate. The trail offers a number of activity options and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.","This stunning hike will grant you with incredible views. Be prepared for some steep climbs. Make sure you have proper footwear, and bring along a camera to capture the stunning vistas.

There is an $8 parking fee.","['Dogs on leash', 'Hiking', 'Nature trips', 'Walking', 'Bird watching', 'Running', 'Views', 'Fee']",358,124,586,california,CA,2,304,1,8,5.3,127.0
Point Bonita Lighthouse,4.5,151,Golden Gate National Recreation Area,170.0,Out & Back,"Point Bonita Lighthouse is a 1 mile heavily trafficked out and back trail located near Sausalito, California that offers the chance to see wildlife and is good for all skill levels. The trail is primarily used for walking and bird watching and is accessible year-round.","This short trail from the parking lot offers spectacular views on the Pacific Cliffs.

Point Bonita Lighthouse, located at the South Western tip of the Marin headlands, is an active lighthouse with a rich history. The lighthouse was the 3rd lighthouse on the West Coast and was first built in 1855. 

The Lighthouse is only open Sundays and Mondays with limited hours. When the gates are open, the Lighthouse is open.

Accessibility: The trail is paved and is typically at least three feet wide. Users have reported it is narrow for passing with strollers or wheelchairs in some places. The estimated average grade is 4% and the max grade is 12% so there are some steep sections. The steepest section is at about 0.2 miles. Wheelchair, mobility equipment, or stroller users may find the full trail too steep to do without assistance.","['Wheelchair friendly', 'Kid friendly', 'Stroller friendly', 'Walking', 'Bird watching', 'Paved', 'Views', 'Wildlife', 'Historic site', 'No dogs']",351,115,655,california,CA,1,269,1,10,1.0,31.0
Mojave River via the PCT,4.5,171,San Bernardino National Forest,892.0,Out & Back,"Mojave River via the PCT is a 6.4 mile heavily trafficked out and back trail located near Lake Arrowhead, California that features a waterfall and is rated as moderate. The trail is primarily used for hiking, camping, and backpacking and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.","As of May 2020, this trail is closed for a year due to over crowding. Check out the news release from San Bernardino National Forest for more information. https://www.fs.usda.gov/detail/sbnf/news-events/?cid=FSEPRD743425","['Dogs on leash', 'Backpacking', 'Camping', 'Hiking', 'Forest', 'River', 'Views', 'Waterfall', 'Wild flowers', 'Wildlife', 'Rocky', 'No shade']",325,137,416,california,CA,2,327,1,12,6.4,191.0
South Lykken Trail,4.5,338,Santa Rosa and San Jacinto Mountains National Monument,2257.0,Out & Back,"South Lykken Trail is a 7.3 mile heavily trafficked out and back trail located near Palm Springs, California that features beautiful wild flowers and is rated as moderate. The trail offers a number of activity options and is best used from March until October.",,"['Hiking', 'Nature trips', 'Walking', 'Bird watching', 'Running', 'Views', 'Wild flowers', 'Wildlife', 'Bugs', 'Rocky', 'Snow', 'No dogs']",461,301,636,california,CA,2,260,0,12,7.3,268.0
Oak Canyon Bluebird and Wren Trail,4.5,308,Oak Canyon Nature Center,183.0,Loop,"Oak Canyon Bluebird and Wren Trail is a 1.4 mile heavily trafficked loop trail located near Anaheim, California that features beautiful wild flowers and is good for all skill levels. The trail is primarily used for walking, running, nature trips, and bird watching and is accessible year-round.","As of April 2020, the top portion of the trail is closed.","['Kid friendly', 'Nature trips', 'Walking', 'Bird watching', 'Running', 'Forest', 'Views', 'Wild flowers', 'Wildlife', 'No dogs']",204,316,609,california,CA,1,294,1,10,1.4,41.0
Caples Creek Loop Trail,4.5,202,El Dorado National Forest,1535.0,Loop,"Caples Creek Loop Trail is a 9.1 mile moderately trafficked loop trail located near Kyburz, California that offers the chance to see wildlife and is rated as moderate. The trail is primarily used for hiking, running, and backpacking and is best used from March until February. Dogs are also able to use this trail.","California Travel and Tourism Commision, P.O. Box 1499 , Sacramento, CA, 95812-1499, Phone: 800-862-2543 
","['Dog friendly', 'Backpacking', 'Hiking', 'Running', 'Views', 'Wildlife', 'Snow']",316,160,246,california,CA,2,314,1,7,9.1,282.0
Back Canyon,4.5,193,Mount Diablo State Park,1230.0,Loop,"Back Canyon is a 5.9 mile heavily trafficked loop trail located near Clayton, California that features a waterfall and is rated as moderate. The trail offers a number of activity options and is accessible year-round.",,"['Hiking', 'Nature trips', 'Walking', 'Bird watching', 'Running', 'Views', 'Waterfall', 'Wild flowers', 'Wildlife', 'Rocky', 'No dogs']",1504,227,685,california,CA,2,216,0,11,5.9,192.0
Blue Canyon Lake,4.5,136,Emigrant Wilderness,1194.0,Out & Back,"Blue Canyon Lake is a 3.2 mile lightly trafficked out and back trail located near Pinecrest, California that features a waterfall and is rated as difficult. The trail is primarily used for hiking, nature trips, and bird watching and is best used from July until October. Dogs are also able to use this trail but must be kept on leash.","Steep incline hike in the Emigrant Wilderness starting at Sonora Pass (108) and ending at Blue canyon lake, a glacial tarn sitting bellow a series of beautiful peaks. No trail head marker exists at the beginning but the single track begins at the parking turnout. Trail has several stream crossings and depending on the season snow and snow shelves may conceal the trail and creeks running below. Trail can become unclear in rocky areas so be observant of cairns or other signs indicating the route.

Trekking poles are highly recommended.","['Dogs on leash', 'Hiking', 'Nature trips', 'Bird watching', 'Forest', 'Lake', 'River', 'Views', 'Waterfall', 'Wild flowers', 'Wildlife', 'Bugs', 'Snow']",187,89,194,california,CA,3,334,1,13,3.2,126.0
Barney Lake Trail,5.0,157,Toiyabe National Forest,1276.0,Out & Back,"Barney Lake Trail is a 9.3 mile moderately trafficked out and back trail located near Bridgeport, California that features a lake and is rated as moderate. The trail offers a number of activity options and is best used from March until November. Dogs and horses are also able to use this trail.","Note: There is a $15 parking fee at Mono Village.

Aspen groves and distant snow-capped peaks.

This is a nice hike that takes you from the bustling ""city"" of the Mono Village Resort to semi-solitude in roughly four easy miles. There is a small stream to cross early in the hike, but nothing that can't usually be jumped across. Half way to the lake you will pass through some Aspen groves just outside the Hoover Wilderness. The final climb to the lake can seem tedious, but the rewards are well worth effort. Be sure to bring the camera and plenty of film!","['Dog friendly', 'Kid friendly', 'Hiking', 'Horseback riding', 'Nature trips', 'Snowshoeing', 'Walking', 'Bird watching', 'Running', 'Forest', 'Lake', 'Views', 'Wild flowers', 'Wildlife', 'Fee']",337,98,380,california,CA,2,294,1,15,9.3,262.0
Upper Santa Ysabel Creek Trail,4.5,226,Santa Ysabel Preserve,1040.0,Loop,"Upper Santa Ysabel Creek Trail is a 6.9 mile heavily trafficked loop trail located near Julian, California that features beautiful wild flowers and is rated as moderate. The trail offers a number of activity options and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.","
This hike starts off near a creek and continues through a grassy meadow with lots of cows enjoy the local fare. The hike is mostly flat with a steep incline to the top which has great views of the surrounding area. ","['Dogs on leash', 'Hiking', 'Horseback riding', 'Mountain biking', 'Walking', 'Running', 'Views', 'Wild flowers', 'Wildlife']",288,240,449,california,CA,2,309,1,9,6.9,209.0
Ralston Lake via Pacific Crest Trail,4.5,198,Desolation Wilderness,961.0,Out & Back,"Ralston Lake via Pacific Crest Trail is a 8.1 mile moderately trafficked out and back trail located near Echo Lake, California that features a lake and is rated as moderate. The trail offers a number of activity options and is best used from May until October. Dogs are also able to use this trail.","
","['Dog friendly', 'Camping', 'Fishing', 'Hiking', 'Nature trips', 'Bird watching', 'Lake', 'Views', 'Waterfall', 'Wild flowers', 'Wildlife', 'Rocky', 'Snow', 'No shade']",1657,209,1266,california,CA,2,298,1,14,8.1,235.0
Rodeo Valley Loop and Slacker Hill,4.5,201,Golden Gate National Recreation Area,1112.0,Loop,"Rodeo Valley Loop and Slacker Hill is a 6 mile heavily trafficked loop trail located near Sausalito, California that features beautiful wild flowers and is rated as moderate. The trail offers a number of activity options and is accessible year-round. Horses are also able to use this trail.","This loop has a slow, meandering (and downhill) start, but it is worth it for the crescendo of views towards the end of the trail, with an expansive view from the East Bay to Alcatraz, San Francisco, and the Golden Gate Bridge. Lunch atop Slacker Hill is a must.

Dogs are allowed on parts of this trail, but not on the entire loop.","['Hiking', 'Horseback riding', 'Nature trips', 'Walking', 'Bird watching', 'Running', 'Views', 'Wild flowers', 'Wildlife', 'No dogs']",802,200,569,california,CA,2,290,1,10,6.0,190.0
Deep Creek Hot Springs to Bradford Ridge Path,4.5,246,San Bernardino National Forest,1338.0,Out & Back,"Deep Creek Hot Springs to Bradford Ridge Path is a 5 mile moderately trafficked out and back trail located near Blue Jay, California that features hot springs and is rated as difficult. The trail is primarily used for hiking and is best used from April until October. Dogs are also able to use this trail.","This is a beautiful hike. In the warmer months, start early in the day it gets pretty warm. You are hiking out of the mountains into the desert. There is one part that is pretty difficult and very loose sand. You may loose your footing. Remember what you go down you have to come back up. :)

Hot springs are beautiful and peaceful. Of course, there are a lot of naked people, so if you are not comfortable with nudity, this may not be the hike for you. There were hot springs and cold springs too so you can cool off before you head out.","['Dog friendly', 'Hiking', 'Hot springs', 'River', 'Views', 'Wild flowers', 'Wildlife', 'Bugs', 'Rocky', 'Washed out', 'No shade']",301,202,411,california,CA,3,305,1,11,5.0,121.0
Mount El Sombroso and Lime Kiln Trail,4.5,185,Sierra Azul Open Space Preserve,2936.0,Loop,"Mount El Sombroso and Lime Kiln Trail is a 11.7 mile heavily trafficked loop trail located near Los Gatos, California that features beautiful wild flowers and is rated as difficult. The trail is primarily used for hiking, running, nature trips, and mountain biking and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.","A more advanced version of the Lexington Reservoir Loop, this hike connects the county park to the Sierra Azul open Space Preserve.","['Dogs on leash', 'Hiking', 'Mountain biking', 'Nature trips', 'Running', 'Views', 'Wild flowers', 'Wildlife']",1581,226,388,california,CA,3,358,1,8,11.7,402.0
Wall Street Mill Trail,4.0,238,Joshua Tree National Park,88.0,Out & Back,"Wall Street Mill Trail is a 2.4 mile heavily trafficked out and back trail located near Twentynine Palms, California that features beautiful wild flowers and is good for all skill levels. The trail offers a number of activity options and is best used from March until October.","Joshua Tree National Park charges a fee to enter. Fees are $30 per vehicle or $25 per motorcycle. If you are entering on foot or bike the fee is $15 per person. You can also purchase a park specific annual pass for $55.

This out and back trail is not marked. However, it is an easy hike with no elevation gain and nice rock formations and trees on your way. The history of Wall Street Mill makes it an interesting place.","['Kid friendly', 'Hiking', 'Nature trips', 'Walking', 'Bird watching', 'Running', 'Views', 'Wild flowers', 'Wildlife', 'Off trail', 'Fee', 'No dogs']",415,218,589,california,CA,1,276,1,12,2.4,62.0
El Corte de Madera Creek - Resolution Trail,4.5,363,El Corte De Madera Creek Open Space Preserve,1256.0,Loop,"El Corte de Madera Creek - Resolution Trail is a 5.4 mile heavily trafficked loop trail located near Redwood City, California that offers scenic views and is rated as moderate. The trail offers a number of activity options and is accessible year-round.","The trails oscillate up and down a lot. At the base of the Vista Point detour, there is a placard with information about the flight that crashed there in 1953. A beautiful tree-covered hike, a perfect destination for a hot day. Lots of mountain bikers, but the trails are wide enough to give them some space to pass.","['Hiking', 'Mountain biking', 'Nature trips', 'Walking', 'Bird watching', 'Views', 'Historic site', 'No dogs']",884,358,589,california,CA,2,252,1,8,5.4,181.0
Pipeline Road Trail,4.5,305,Henry Cowell Redwoods State Park,859.0,Out & Back,"Pipeline Road Trail is a 5.9 mile heavily trafficked out and back trail located near Mount Hermon, California that features a river and is rated as moderate. The trail offers a number of activity options and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.","Note: 
The Pipeline Ridge Road Trail bisects the entire Henry Cowell Redwood State Park. Hike from the Park Office and Entrance Station all the way through to the Horse Grounds. This trail offers stunning views of the San Lorenzo River Valley. This trail is paved and open to hikers and bikers. The trail is dog friendly, but the dirt trails that intersect it are not dog friendly.

Accessibility: This trail is paved along Pipeline Road but there are multiple steep sections with a grade between 10% and 14% after the first 0.7 miles (steepest point at 1.1 miles). It is typically at least four feet wide and the estimated average grade is 6%. The full trail may be too steep for wheelchair and stroller users without assistance, especially manual equipment. Where the grade gets steeper has been marked on the map with a waypoint.","['Dogs on leash', 'Wheelchair friendly', 'Kid friendly', 'Stroller friendly', 'Hiking', 'Nature trips', 'Road biking', 'Walking', 'Running', 'Paved', 'River', 'Views', 'Wild flowers', 'Wildlife']",395,306,617,california,CA,2,297,1,14,5.9,177.0
Parker Ranch Trail to Nob Hill Loop,4.5,431,Fremont Older Open Space Preserve,830.0,Out & Back,"Parker Ranch Trail to Nob Hill Loop is a 4.2 mile moderately trafficked out and back trail located near Saratoga, California that features beautiful wild flowers and is rated as moderate. The trail offers a number of activity options and is best used from March until October. Dogs are also able to use this trail but must be kept on leash.","There's a sharp uphill hike in the beginning. Once you pass that, it's combination of mild uphill and downhill. In few areas, the trail passes through neighborhood and crosses the streets. 
At the vista point (Nob Hill), there are trails that go to Masie's Peak and can connect you to Steven's Canyon trail.","['Dogs on leash', 'Hiking', 'Nature trips', 'Walking', 'Bird watching', 'Running', 'Views', 'Wild flowers']",610,489,383,california,CA,2,340,1,8,4.2,135.0
San Clemente Canyon Trail,4.0,350,Marian Bear Natural Memonal Park,118.0,Loop,"San Clemente Canyon Trail is a 2.7 mile heavily trafficked loop trail located near San Diego, California that features beautiful wild flowers and is good for all skill levels. The trail offers a number of activity options and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.",,"['Dogs on leash', 'Kid friendly', 'Hiking', 'Mountain biking', 'Nature trips', 'Walking', 'Running', 'Views', 'Wild flowers', 'Rocky']",212,363,708,california,CA,1,315,0,10,2.7,70.0
Crescenta View Trail,4.5,282,Deukmejian Wilderness Park,2201.0,Out & Back,"Crescenta View Trail is a 6.3 mile heavily trafficked out and back trail located near Glendale, California that features beautiful wild flowers and is rated as moderate. The trail is primarily used for hiking, walking, nature trips, and bird watching and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.",,"['Dogs on leash', 'Hiking', 'Nature trips', 'Walking', 'Bird watching', 'Views', 'Wild flowers', 'Rocky', 'Washed out', 'No shade']",545,325,568,california,CA,2,344,0,10,6.3,242.0
Mission Bay Trail,4.5,383,Mission Bay Park,52.0,Out & Back,"Mission Bay Trail is a 6.3 mile heavily trafficked out and back trail located near San Diego, California that offers scenic views and is good for all skill levels. The trail is primarily used for hiking, walking, running, and road biking and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.",,"['Dogs on leash', 'Kid friendly', 'Hiking', 'Road biking', 'Walking', 'Running', 'Beach', 'Views']",153,412,629,california,CA,1,331,0,8,6.3,154.0
West Shore and Bass Cove Trail,4.5,501,Lake Chabot Regional Park,672.0,Out & Back,"West Shore and Bass Cove Trail is a 5.2 mile heavily trafficked out and back trail located near Castro Valley, California that features a lake and is good for all skill levels. The trail offers a number of activity options. Dogs are also able to use this trail but must be kept on leash.",,"['Dogs on leash', 'Kid friendly', 'Hiking', 'Mountain biking', 'Nature trips', 'Walking', 'Bird watching', 'Running', 'Forest', 'Lake', 'Views', 'Wild flowers', 'Wildlife']",744,459,1602,california,CA,1,287,0,13,5.2,153.0
Discovery Lake to Double Peak,4.5,542,"San Marcos, California",1023.0,Out & Back,"Discovery Lake to Double Peak is a 4.3 mile heavily trafficked out and back trail located near San Marcos, California that features a lake and is rated as moderate. The trail is primarily used for hiking.",,"['Hiking', 'Lake', 'Views', 'Rocky', 'No shade']",679,600,1047,california,CA,2,204,0,5,4.3,145.0
Bob Jones City to the Sea Bike Trail,4.5,392,"Avila Beach, California",104.0,Out & Back,"Bob Jones City to the Sea Bike Trail is a 5.2 mile heavily trafficked out and back trail located near Avila Beach, California that features a river and is good for all skill levels. The trail offers a number of activity options and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.","This is a great little paved, shady trail for walking or biking along San Luis Obispo Creek to Avila Beach that the whole family will enjoy.

Accessibility: The trail surface is smoothly paved and it is typically at least six feet wide. It is mostly gentle with an estimated average grade of 1% and a max grade of 4%. Most wheelchair/mobility equipment or stroller users will find this trail navigable.","['Dogs on leash', 'Wheelchair friendly', 'Kid friendly', 'Stroller friendly', 'Nature trips', 'Road biking', 'Walking', 'Bird watching', 'Running', 'Beach', 'Paved', 'River', 'Views', 'Wildlife']",201,470,911,california,CA,1,321,1,14,5.2,124.0
Eagle View Trail,4.5,117,Sequoia National Park,282.0,Out & Back,"Eagle View Trail is a 1.5 mile moderately trafficked out and back trail located near Three Rivers, California that features beautiful wild flowers and is rated as moderate. The trail is primarily used for hiking, walking, nature trips, and bird watching and is best used from April until September.",Sequoia National Park charges a fee to enter. Fees are $35 per vehicle or $30 per motorcycle. If you are entering on foot or bike the fee is $20 per person. You can also purchase a park specific annual pass for $70.,"['Hiking', 'Nature trips', 'Walking', 'Bird watching', 'Forest', 'Views', 'Wild flowers', 'Fee', 'No dogs']",242,134,294,california,CA,2,298,1,9,1.5,48.0
Quarry Park Loop Trail,4.5,347,"El Granada, California",1089.0,Loop,"Quarry Park Loop Trail is a 4 mile heavily trafficked loop trail located near El Granada, California that features beautiful wild flowers and is rated as moderate. The trail offers a number of activity options and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.",,"['Dogs on leash', 'Kid friendly', 'Hiking', 'Mountain biking', 'Nature trips', 'Walking', 'Bird watching', 'Running', 'Forest', 'Views', 'Wild flowers', 'Wildlife']",188,335,524,california,CA,2,303,0,12,4.0,141.0
Sycamore Crest Trail,4.5,327,"Avila Beach, California",498.0,Out & Back,"Sycamore Crest Trail is a 1.5 mile heavily trafficked out and back trail located near Avila Beach, California that offers scenic views and is rated as moderate. The trail offers a number of activity options and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.",,"['Dogs on leash', 'Hiking', 'Nature trips', 'Walking', 'Bird watching', 'Running', 'Views']",132,303,670,california,CA,2,300,0,7,1.5,56.0
